"","Centroid_1","Centroid_2","Centroid_3"
"1",1,81,2
"2",1,169,2
"3",1,257,2
"4",1,344,2
"5",1,432,2
"6",1,520,2
"7",81,602,2
"8",83,4.5,2
"9",86.7,17.1,2
"10",89.7142857142857,3.5,2
"11",92.7692307692308,16.4615384615385,2
"12",95.6666666666667,3.5,2
"13",97,16,2
"14",97,21,2
"15",101.6875,3.625,2
"16",101.7,17.1,2
"17",106,3.5,2
"18",108.089285714286,17.6607142857143,1.98214285714286
"19",112.692307692308,3.38461538461538,2.15384615384615
"20",112,16,2
"21",112,21,2
"22",120.050847457627,17.6694915254237,2.00847457627119
"23",117,3.5,2
"24",122,3.04545454545455,2
"25",128.75,3.375,2
"26",169,602,2
"27",257,602,2
"28",263.037735849057,299,1.81132075471698
"29",345,602,2
"30",402.242236024845,75.2981366459627,2.47204968944099
"31",410.1125,87.9375,2.3875
"32",417.142857142857,125.903474903475,2.45945945945946
"33",422.85534591195,102.682389937107,2.42452830188679
"34",420.771689497717,136.401826484018,2.45205479452055
"35",418,113.922077922078,2.44155844155844
"36",432.892857142857,121.940476190476,2.32142857142857
"37",434.921052631579,140.578947368421,2.46052631578947
"38",432,602,2
"39",450.706467661692,185.07960199005,2.41791044776119
"40",453.335038363171,230.915601023018,2.45780051150895
"41",453.936708860759,213.012658227848,2.40506329113924
"42",520,602,2
"43",608,602,2
